5
51200
2
180
180
2020-03-28 21:15:31.105502,hao-us-east-1,29.080933978024404
2020-03-28 21:15:32.641222,hao-us-east-1,30.535395318001974
2020-03-28 21:15:33.830936,hao-us-east-1,31.825043942022603
2020-03-28 21:15:33.841952,hao-us-east-1,31.774316577007994
2020-03-28 21:15:33.843695,hao-us-east-1,31.80292250198545
2020-03-28 21:19:03.027637,hao-ap-southeast-2,27.06028079095995
2020-03-28 21:19:09.268259,hao-ap-southeast-2,33.31767238798784
2020-03-28 21:19:09.767634,hao-ap-southeast-2,33.756875274993945
2020-03-28 21:19:17.206391,hao-ap-southeast-2,41.222367408976424
2020-03-28 21:19:20.939570,hao-ap-southeast-2,44.88080296997214
2020-03-28 21:22:51.880390,hao-ap-northeast-1,28.83255972195184
2020-03-28 21:22:54.975256,hao-ap-northeast-1,31.894549239019398
2020-03-28 21:22:55.949271,hao-ap-northeast-1,32.80256898101652
2020-03-28 21:22:58.905455,hao-ap-northeast-1,35.84103022504132
2020-03-28 21:22:58.914153,hao-ap-northeast-1,35.80628036899725
2020-03-28 21:26:34.261652,hao-eu-west-2,33.20842918404378
2020-03-28 21:26:35.892854,hao-eu-west-2,34.852698751026765
2020-03-28 21:26:36.765727,hao-eu-west-2,35.74471011495916
2020-03-28 21:26:36.889703,hao-eu-west-2,35.8201650470146
2020-03-28 21:26:36.953435,hao-eu-west-2,35.92265400697943
2020-03-28 21:30:13.307910,hao-sa-east-1,34.24914417101536
2020-03-28 21:30:14.632574,hao-sa-east-1,35.541050415020436
2020-03-28 21:30:17.397479,hao-sa-east-1,38.23994795803446
2020-03-28 21:30:20.122675,hao-sa-east-1,41.00855002296157
2020-03-28 21:30:20.131048,hao-sa-east-1,41.05567217397038
2020-03-28 21:33:52.956602,hao-ca-central-1,30.687714771018364
2020-03-28 21:33:53.033458,hao-ca-central-1,30.662787582958117
2020-03-28 21:33:53.315085,hao-ca-central-1,30.983225074014626
2020-03-28 21:33:54.779276,hao-ca-central-1,32.4929298319621
2020-03-28 21:33:55.121217,hao-ca-central-1,32.81678479799302
2020-03-28 21:37:27.253813,hao-us-west-1,30.105919166002423
2020-03-28 21:37:28.966559,hao-us-west-1,31.801963981008157
2020-03-28 21:37:30.014462,hao-us-west-1,32.80367650196422
2020-03-28 21:37:31.181741,hao-us-west-1,34.001232690992765
2020-03-28 21:37:31.605870,hao-us-west-1,34.355086598021444
2020-03-28 21:45:30.164785,hao-us-east-1,28.158700450963806
